Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15072400483135237,26.786024986203248,42038.66237533345,40588.809805862991,25.941841748953063,1528.9946117756761,1015.9801783704004
0.44999999999999996,0.45175918383817243,28.231240720163427,49500.867459927409,46496.067713463046,30.1860639756933,1536.78107574308,1018.7090641503461
0.74999999999999989,0.7521001895884798,28.439179243684,53705.7204180181,50249.3874139783,32.931063706286707,1540.1285035058481,1020.7019496352476
1.05,1.0521291106049553,28.54261364533938,54119.022759218307,50538.27136427912,33.143642205506779,1540.5831283221467,1020.8288640483497
1.35,1.3521398332926631,28.56207306060918,54143.532631726732,50542.790390561982,33.146854864208677,1540.6340423787729,1020.8261671751643
1.65,1.652154043779019,28.572573324317336,54118.496737684407,50509.51763140269,33.122226736773754,1540.6361606328023,1020.8055178718714
1.9500000000000002,1.9521739921862837,28.590966704317989,54111.580996051955,50485.729520990353,33.104576100914379,1540.6628144245253,1020.7875094472184
2.25,2.2521994333527484,28.608301451324888,54101.02113839196,50459.555398816774,33.085169562041742,1540.6853006395513,1020.7685299099285
2.55,2.5522285253443058,28.617173547551836,54102.672255168407,50452.745524888582,33.08005013532258,1540.7043267968031,1020.7630558885512
2.85,2.8522592951580394,28.6243836489641,54101.424634773735,50444.7985723551,33.074096067182147,1540.7188518328953,1020.7575020288484
3.15,3.1522909128827741,28.628047525155658,54105.4312996692,50445.087781994691,33.07421833514875,1540.7320256888368,1020.7576750776552
3.4499999999999997,3.4523226617655807,28.629480954598083,54104.108858089719,50442.506523504715,33.072229898695447,1540.738125288578,1020.7569982629306
3.75,3.752355272342994,28.633564872217416,54099.166549370384,50434.058111056263,33.06591275072919,1540.7454557644621,1020.7522005373086
4.05,4.0523884641098213,28.634769806208709,54101.168998459914,50434.791828077556,33.066367540786835,1540.753621146964,1020.7534323576558
4.35,4.3524214586171395,28.634132480374671,54098.709720994972,50433.098494499085,33.065037702049835,1540.7559012624308,1020.7539314126237
4.6499999999999995,4.6524538987934205,28.62970811019478,54096.135644014466,50434.859288121894,33.06626076519548,1540.7526109633527,1020.7575928574019
4.9499999999999993,4.9524851913565753,28.625096744344027,54094.949206985628,50438.090083903822,33.068567317144009,1540.7500489745407,1020.7621288123547
5.2499999999999991,5.2525158037347879,28.620450549145659,54085.840840497,50433.967158598185,33.065455201751369,1540.7417232804621,1020.7626097438119
5.55,5.5525460331639831,28.613276158206165,54076.504562299946,50432.009044482606,33.063943187225767,1540.7295650878266,1020.7651232211719
5.85,5.8525750808824135,28.608869306094356,54078.3320886652,50437.85924665779,33.068179122837272,1540.7294687290357,1020.7710392926808
6.1499999999999995,6.1526032438508143,28.602246777989333,54065.99002301912,50432.578178066418,33.064217231428678,1540.71593681211,1020.7715321359017
6.4499999999999993,6.4526306001307647,28.592587832557331,54058.126225818771,50434.33095143301,33.065443821986605,1540.7012255007435,1020.7769171036065
6.7499999999999991,6.7526569673699841,28.58622729252167,54048.625218225578,50431.452211759308,33.06325124985603,1540.6901143406399,1020.7786507813837
7.0499999999999989,7.0526818704071834,28.577836382509609,54049.119964895493,50439.812069883927,33.069343278358353,1540.6832666827711,1020.7872691439799
7.35,7.3527059659237954,28.576964863721212,54040.010735192263,50432.131488456711,33.0636020996012,1540.6804017544876,1020.7845343343857
7.6499999999999995,7.652730441887166,28.576497352619892,54037.90310162618,50430.6046231144,33.0623944645422,1540.68317721483,1020.7850689984322
7.9499999999999993,7.9527545585280519,28.574752992753233,54037.10978298408,50431.506226723432,33.062978521414088,1540.6850472124445,1020.7873680872152
8.25,8.25277684032299,28.572911174505847,54052.19187106203,50447.316270526164,33.074547819835978,1540.6982359659564,1020.7979433627928
8.5499999999999989,8.5527966940075846,28.570064832554937,54057.402998732119,50454.860534237225,33.080028586725028,1540.7028411379201,1020.8042796114847
8.85,8.8528149519594734,28.564765221656913,54055.8080421101,50458.363644852347,33.082535981711892,1540.6989700465144,1020.8091908758204
9.1499999999999986,9.1528315193870444,28.555408351361592,54051.53425668925,50463.189359021148,33.086025071005594,1540.6872702435494,1020.8161723250354
9.45,9.4528480317330832,28.551929139252817,54031.385335692328,50447.655391827961,33.074501204802417,1540.6726379548568,1020.8099543857564
9.75,9.7528645575507564,28.546710539464208,54033.030864774555,50454.108497432288,33.079181742443744,1540.6712189013731,1020.8164693339061
10.049999999999999,10.052879706961223,28.541837649017836,54028.904209798355,50454.84669761746,33.0796505463834,1540.666131272822,1020.8197096110523
10.35,10.352894009339538,28.538276552486245,54026.304816373275,50455.77509710141,33.080257172580538,1540.6640523854962,1020.8226221804853
10.649999999999999,10.652907707393377,28.531076186066169,54015.146458288458,50452.139492338734,33.077506902989029,1540.6504965780709,1020.8242108197082
10.95,10.952921249941042,28.525719591621442,54003.677527534535,50446.475021316583,33.073258519639964,1540.6393932851372,1020.8240691109784
11.25,11.252933736409165,28.516622092775059,54001.260551540428,50452.792459439253,33.077844826761961,1540.629388016017,1020.8317863798336
11.549999999999999,11.552944383238456,28.511500591328904,54000.501310633568,50456.911798305933,33.080804836943848,1540.6263629535661,1020.8369770402683
11.85,11.852954285688956,28.51054369213486,53997.066135446992,50454.604279589519,33.079022493129067,1540.627461776558,1020.8372408050882
