Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15055152159416621,26.549016447569215,43947.588736338592,42626.990546985435,27.395460389006427,1529.9758656485324,1017.1434411015848
0.44999999999999996,0.45130057573108578,27.990955085263998,50629.252589810829,47771.598481615285,31.115237706877735,1537.2220905507988,1019.4834671528988
0.74999999999999989,0.75152826960757235,28.419004710867526,53663.995869904509,50229.310860772312,32.916310959759365,1540.068768492328,1020.6974825972308
1.05,1.0515573590697565,28.554479839627287,54147.836255705981,50553.974586118231,33.155196732267171,1540.6211659087371,1020.8336369455594
1.35,1.3515686695608802,28.579931641066455,54158.824181048069,50540.213959080451,33.144922829066225,1540.6709752331856,1020.8188451682855
1.65,1.6515848521185512,28.582463001953915,54125.811109999588,50507.02046677647,33.120367737700924,1540.6557824171896,1020.8008706853282
1.9500000000000002,1.9516069597743848,28.598411941221553,54107.207577668174,50474.636857715661,33.096386678898078,1540.6704521206698,1020.7789143568077
2.25,2.2516330694965,28.603953067293087,54104.502022372224,50466.895561275829,33.090587350512941,1540.6815085122585,1020.7740264595253
2.55,2.5516610904124377,28.612486994072786,54101.226242217439,50455.807290005672,33.082315725948256,1540.6964914289474,1020.7662982912386
2.85,2.8516906008025682,28.614534539301477,54098.3170175204,50451.167283625575,33.078808904013805,1540.7023368703985,1020.7642800600265
3.15,3.1517202380218015,28.616696927928974,54102.504107778819,50453.0372138579,33.080099104363939,1540.7134667683267,1020.7658239709806
3.4499999999999997,3.4517504288912928,28.619548300217886,54095.288809019396,50443.625994514,33.073074848642641,1540.7173720172928,1020.7609014894146
3.75,3.7517810874915867,28.621381594028875,54100.066759544949,50446.356613058044,33.074999898358961,1540.7284504657941,1020.7630300191587
4.05,4.0518116441729353,28.619539038550162,54092.622450634808,50441.148339362378,33.071082257383189,1540.725387928813,1020.761983657619
4.35,4.3518416189648752,28.616972405110708,54096.473838160404,50447.154521731245,33.075429781453,1540.7294210739071,1020.7673781113141
4.6499999999999995,4.6518708746092114,28.616003100361119,54092.281918798632,50444.157332602721,33.073139680955293,1540.7299689399827,1020.7672657031396
4.9499999999999993,4.9518999792879486,28.610344856929828,54083.53599558588,50441.324468177605,33.070979940103491,1540.7204339838856,1020.7687940248345
5.2499999999999991,5.2519286779206489,28.607204778697355,54079.12909235985,50440.168738148815,33.070051026517838,1540.717677953377,1020.7704173020638
5.55,5.5519570051317979,28.601936263398112,54070.57106506225,50437.14353839877,33.067748680811135,1540.7088393515712,1020.7717100294258
5.85,5.8519842270734808,28.595571081446117,54070.525983523134,50443.091558214073,33.072060317752893,1540.7045492325592,1020.778326819802
6.1499999999999995,6.1520103941586557,28.587450374963989,54056.601546710059,50437.743509406879,33.0680515387621,1540.6876942003132,1020.7792765243971
6.4499999999999993,6.4520361066797793,28.579603993870563,54046.198725128081,50435.421967014627,33.066272163003354,1540.6737729800727,1020.7818086262012
6.7499999999999991,6.752060552681364,28.573477434067968,54046.27207993983,50441.258126704321,33.0705003431536,1540.6699068332014,1020.7882834312694
7.0499999999999989,7.0520837579335671,28.570838684185475,54044.1157750229,50441.730148773218,33.070769489448395,1540.669494228832,1020.7906402151918
7.35,7.3521048625636025,28.566357271846126,54058.235601532528,50459.129904232759,33.083515448336549,1540.6781575462526,1020.8029664519349
7.6499999999999995,7.6521245914398275,28.5664970650402,54051.10391152891,50452.341363576852,33.078429322035525,1540.6781863752474,1020.8003906369264
7.9499999999999993,7.95214426569049,28.566774482431811,54055.652091182019,50456.325412043007,33.081281032695415,1540.6868486969759,1020.8037268570204
8.25,8.2521629523166062,28.566238581692403,54059.705851978812,50460.614076470789,33.084358709576847,1540.6939731261111,1020.8075000258709
8.5499999999999989,8.5521809282263828,28.566584202275454,54060.7161677667,50461.231542807851,33.084729551426385,1540.7001798748077,1020.80895192966
8.85,8.8521978579187071,28.565306823015813,54067.970067668473,50469.205979080361,33.090524643695794,1540.7085387073528,1020.8150082374064
9.1499999999999986,9.1522141511123642,28.560721819069329,54055.450517145888,50461.839087743982,33.085020660230093,1540.6978156215268,1020.8136719960156
9.45,9.4522297095325456,28.55054872999585,54049.334520496814,50465.714920136357,33.087811091464204,1540.6835976846537,1020.8203971309806
9.75,9.7522445205715567,28.545219256781621,54035.757904490434,50458.060172801226,33.0820961670867,1540.6710219494087,1020.8191466701632
10.049999999999999,10.052258979739335,28.540908500586184,54034.093543867173,50460.568429909617,33.0838682769526,1540.6685302271803,1020.8231803544255
10.35,10.352271998814098,28.534112774625854,54032.441461642236,50465.430975866082,33.087379348574352,1540.662434492918,1020.8293354577405
10.649999999999999,10.652283417395962,28.519055757179306,54015.185257669837,50463.507337219773,33.085903349907611,1540.6330445888309,1020.8344607906904
10.95,10.952293620752418,28.510680543927744,54005.858238577151,50462.690522355537,33.085231482348959,1540.6190934835829,1020.8379941322322
11.25,11.252302877525056,28.505646047445822,54001.577409005084,50463.438345478062,33.085706975560029,1540.6136477884718,1020.841291329053
11.549999999999999,11.55231159584906,28.503342352144866,53996.876822947132,50461.218354877674,33.083991189482362,1540.61187094897,1020.8420471758714
11.85,11.852319843902084,28.505062658786546,54002.822608541421,50465.1521977735,33.086803499207171,1540.6236489357793,1020.8448804167105
12.149999999999999,12.152328140977978,28.504078252380747,53993.45658674532,50457.328067643888,33.080956209320519,1540.6204180312539,1020.8421022417176
12.45,12.452337505664731,28.495375368926755,53968.828217735405,50442.517549922326,33.069973630361076,1540.5949121345279,1020.8380035716448
12.75,12.752345424939424,28.466908283532959,53947.313966081856,50449.255154236082,33.074897475003077,1540.5428498508645,1020.8523276666681
13.144947414308366,13.147300980472819,28.469829600270497,53945.010786709172,50444.345147526212,33.071165323727342,1540.5519893670155,1020.8502628628347
