Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.1505714394823392,28.047871448015567,45890.09375,43253.473228393472,27.844332426420664,1533.9065225146987,1017.0117116538968
0.44999999999999996,0.45119171836354127,28.583254503857937,53513.26502617314,49934.690904525261,32.699284384979308,1540.1952913870323,1020.4794645844354
0.74999999999999989,0.75126711543211355,28.596790315993669,54020.283205083004,50395.072994663038,33.038095623339878,1540.5854796016236,1020.7305519139924
1.05,1.0513044714408784,28.631984702423182,54091.5997206511,50428.489660393971,33.062563420842949,1540.6929256556152,1020.7386220571118
1.35,1.3513395853312611,28.646033466476418,54127.104346139371,50448.3750694854,33.077104207032029,1540.7438410806565,1020.7461961408774
1.65,1.6513737945660232,28.638936820016212,54111.0158500565,50440.052560721269,33.070902687223544,1540.726945225819,1020.7451661213217
1.9500000000000002,1.9514083281524253,28.634510641886575,54099.806178349907,50433.765061799546,33.066195276699332,1540.7174298013429,1020.7443778707304
2.25,2.2514447797715409,28.638728684905324,54081.355662439411,50412.600175643842,33.050507935196784,1540.7152191556165,1020.7325043338389
2.55,2.5514835660831667,28.63765108449299,54070.171889584963,50403.187682856063,33.043491653831929,1540.7105738467028,1020.7288811650961
2.85,2.8515223437184702,28.628001730712203,54059.775769813612,50402.563982590211,33.042968616860968,1540.6940695060835,1020.732952035443
3.15,3.1515590433133203,28.621867604138952,54067.565234812879,50415.593162442856,33.052497596021631,1540.6957677452433,1020.7434089185098
3.4499999999999997,3.4515947641948674,28.624135034898476,54062.317778784869,50408.568589126167,33.047233884640562,1540.7002482248583,1020.7399999164243
3.75,3.7516312217047871,28.626823341558943,54062.020793226104,50405.764713019933,33.0450791921575,1540.708908085152,1020.7387854852937
4.05,4.0516669165667141,28.625809754965672,54071.148618597304,50415.228101604931,33.051970496832041,1540.7189950036559,1020.7455777444018
4.35,4.3517018485976244,28.62592373970778,54066.60781580906,50410.887165543565,33.048688474415158,1540.7208629334284,1020.7443645431
4.6499999999999995,4.6517362014428913,28.622079709994992,54068.642516932938,50416.398253623411,33.052673438002593,1540.7217326822297,1020.7499073079773
4.9499999999999993,4.9517694697017829,28.615006104936473,54058.916463424706,50413.9795840174,33.050822092730463,1540.7094383437252,1020.7521329587189
5.2499999999999991,5.2518012766162583,28.610223011054433,54064.372874026194,50423.566474325344,33.057811863060039,1540.711412106398,1020.7602393972128
5.55,5.5518317746191919,28.605974858319783,54057.296518477691,50420.962086176725,33.055817818198612,1540.70512227283,1020.761427877451
