Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.1508090013791549,26.893597899052313,41075.385175266638,39576.543965182223,25.223825220539911,1528.4883703192347,1015.4089238914878
0.44999999999999996,0.4518945082655394,28.242030462175681,49963.410066034718,46921.0223880641,30.495040369249079,1537.1295425325452,1018.9372459195865
0.74999999999999989,0.75218322973615392,28.453309790107944,53968.63129519963,50482.029557304471,33.10241883903641,1540.3394913629115,1020.8259451514563
1.05,1.0521990280138469,28.595751444974876,54134.219184452064,50502.341813445804,33.117061267533408,1540.6711622028563,1020.791443926226
1.35,1.3522211746767867,28.623918773415753,54162.233551007361,50501.935320939723,33.1166225998696,1540.7371498603932,1020.7831333590915
1.65,1.6522442792266314,28.609587547565205,54140.428713660462,50495.099095496924,33.111529015812266,1540.70564208536,1020.7853144454524
1.9500000000000002,1.9522703749474868,28.613412296545658,54101.433465935224,50455.129741313824,33.081981551223244,1540.6880301076169,1020.7631685048647
2.25,2.252302155846345,28.622517495750117,54082.764096755935,50429.154227085935,33.062738773660051,1540.692740072305,1020.7470186511267
2.55,2.552335783558429,28.626466351689764,54094.608233302621,50436.483991451831,33.068048401111135,1540.7119790906836,1020.7509908713111
2.85,2.8523684242438381,28.627945833335314,54100.749791190668,50440.81863523613,33.071156082389905,1540.7235269949645,1020.7541232863003
3.15,3.1524015210464351,28.629881264188882,54090.2263946287,50429.187161698239,33.062497867965327,1540.7237211175,1020.7482760207925
3.4499999999999997,3.4524351588387754,28.631114317523526,54094.841425778963,50432.330293856976,33.064727990960243,1540.7338110235046,1020.7508309259936
3.75,3.7524684701041573,28.633276252459641,54096.141113998507,50431.509031221678,33.064035026838155,1540.7428567400625,1020.7508864532335
4.05,4.0525022559603663,28.633463469975933,54088.456252283344,50424.168749200879,33.058542601889933,1540.7425648398632,1020.7479903775123
4.35,4.3525355219625377,28.630358343735793,54094.190556966147,50432.434378172053,33.064556031938075,1540.7471748760738,1020.7548123486445
4.6499999999999995,4.6525675322253379,28.6234154967456,54084.454326346451,50429.885736790522,33.062608693636456,1540.7350693429737,1020.7569234200377
4.9499999999999993,4.9525986305876213,28.618035335174266,54081.896476731796,50432.560740670437,33.064507108934471,1540.7304017311037,1020.7614058937895
5.2499999999999991,5.2526288735337312,28.611617068339129,54072.2825298619,50429.632127058918,33.062278469463465,1540.719138363738,1020.7631326479532
5.55,5.5526584554845524,28.602774716817308,54061.450296967691,50427.846862940925,33.060896889500363,1540.70347611148,1020.7662922472341
5.85,5.85268685953354,28.594932881797948,54056.310575403229,50430.430330627365,33.062732141171843,1540.6933666919651,1020.7715362981558
6.1499999999999995,6.1527142310846825,28.58860211462024,54047.704890012355,50428.358603579676,33.061134237888382,1540.682945678833,1020.7737065389066
6.4499999999999993,6.4527399879679024,28.581608002520746,54051.641105417366,50438.614218963448,33.068620608121684,1540.6806102360574,1020.7829121159728
6.7499999999999991,6.7527647441694834,28.580656906029205,54043.809169509826,50432.200994001352,33.063813406992217,1540.678552481339,1020.7809044344822
7.0499999999999989,7.0527901357461689,28.580060754140547,54036.718488075305,50426.145218489204,33.05926904373009,1540.677544932649,1020.7789772990045
7.35,7.3528150942632493,28.577900021612763,54040.981834996681,50432.157487692792,33.063619525527336,1540.6824605014413,1020.7842399310603
7.6499999999999995,7.6528386706008815,28.575103524785384,54042.77947102781,50436.467608528343,33.066717023086404,1540.6846732980023,1020.7887712479437
7.9499999999999993,7.9528611608032715,28.571897135928168,54041.4148954684,50438.21274272677,33.067925288050752,1540.6840079389697,1020.7920194590741
8.25,8.2528825384932727,28.57202251161041,54048.376510623792,50444.592136604646,33.072542159736351,1540.6941912757764,1020.7967303344292
8.5499999999999989,8.55290247107081,28.5713277917643,54055.5373082187,50451.929732203535,33.077866675219262,1540.7033278031051,1020.8022419021041
8.85,8.8529220231388948,28.5720126270193,54049.38496638841,50445.542659273116,33.073075568024208,1540.704855972873,1020.7997083248783
9.1499999999999986,9.1529409948364737,28.564171205642992,54047.398803158154,50451.0735316523,33.077081668505237,1540.6970106057374,1020.8065799693703
9.45,9.4529595803829984,28.5573009705142,54026.234830224828,50437.787053504435,33.06722041809256,1540.6767232127229,1020.8027247200984
9.75,9.7529778484356076,28.550207277941723,54024.577932840315,50442.921399385508,33.070932509556982,1540.6701942417485,1020.8091291916567
10.049999999999999,10.052994629604481,28.544870473266759,54021.357358638306,50444.94167336668,33.072346859316021,1540.6650870118988,1020.8132316208827
10.35,10.353009834234319,28.534135250104722,54014.881512059976,50449.009085239981,33.075278699451751,1540.6497777925927,1020.8202463378351
10.649999999999999,10.653023571434321,28.522704862540888,54000.186495314738,50446.05521525877,33.073037784594511,1540.6275101093042,1020.8236063430647
10.95,10.953035723190709,28.513123075475857,53997.167010092729,50452.266572009044,33.077546640093942,1540.6163630928977,1020.8314243169983
11.25,11.253046462531543,28.509265148844339,53992.667654384451,50451.699817027431,33.077051668771055,1540.6124713434556,1020.8336068787424
11.549999999999999,11.553056198647095,28.502756179698061,53989.319665131457,50454.70880397188,33.079195589761426,1540.6055526469961,1020.8386402954855
11.85,11.853063788724546,28.486910934324893,53980.130835141892,50461.065980630861,33.083820935379407,1540.5808135243199,1020.8486002638925
12.149999999999999,12.153069842543786,28.477765709730189,53964.418092765067,50455.004408445522,33.0792847944627,1540.5610996687699,1020.8494839294792
12.45,12.453075809459369,28.472153731244717,53953.0008078932,50449.623816412233,33.0752450146935,1540.5496354829586,1020.8495803791627
12.75,12.753081127674033,28.45570614223783,53932.673101508255,50446.132876817013,33.072613281738029,1540.5159211929072,1020.8542873963718
13.199412054934744,13.202500076896042,28.452696319554239,53925.435022618141,50442.20285936349,33.069596629005375,1540.51374348519,1020.8549387137289
