"プロット タイトル: 11000848"
"#","日付 時間, GMT+09:00","温度, °C"
409,06/10/2017 12:00:00 午前,21.270
410,06/10/2017 01:00:00 午前,21.867
411,06/10/2017 02:00:00 午前,22.034
412,06/10/2017 03:00:00 午前,22.034
413,06/10/2017 04:00:00 午前,22.011
414,06/10/2017 05:00:00 午前,21.963
415,06/10/2017 06:00:00 午前,21.939
416,06/10/2017 07:00:00 午前,22.082
417,06/10/2017 08:00:00 午前,22.537
418,06/10/2017 09:00:00 午前,22.968
419,06/10/2017 10:00:00 午前,23.304
420,06/10/2017 11:00:00 午前,23.521
421,06/10/2017 12:00:00 午後,23.785
422,06/10/2017 01:00:00 午後,24.002
423,06/10/2017 02:00:00 午後,24.098
424,06/10/2017 03:00:00 午後,24.098
425,06/10/2017 04:00:00 午後,24.050
426,06/10/2017 05:00:00 午後,23.881
427,06/10/2017 06:00:00 午後,23.785
428,06/10/2017 07:00:00 午後,23.641
429,06/10/2017 08:00:00 午後,23.424
430,06/10/2017 09:00:00 午後,23.280
431,06/10/2017 10:00:00 午後,23.160
432,06/10/2017 11:00:00 午後,22.896
433,06/11/2017 12:00:00 午前,22.681
434,06/11/2017 01:00:00 午前,22.489
435,06/11/2017 02:00:00 午前,22.441
436,06/11/2017 03:00:00 午前,22.345
437,06/11/2017 04:00:00 午前,22.250
438,06/11/2017 05:00:00 午前,22.154
439,06/11/2017 06:00:00 午前,22.082
440,06/11/2017 07:00:00 午前,22.082
441,06/11/2017 08:00:00 午前,22.178
442,06/11/2017 09:00:00 午前,22.465
443,06/11/2017 10:00:00 午前,22.824
444,06/11/2017 11:00:00 午前,23.208
445,06/11/2017 12:00:00 午後,23.569
446,06/11/2017 01:00:00 午後,23.905
447,06/11/2017 02:00:00 午後,24.219
448,06/11/2017 03:00:00 午後,24.460
449,06/11/2017 04:00:00 午後,24.653
450,06/11/2017 05:00:00 午後,24.653
451,06/11/2017 06:00:00 午後,24.605
452,06/11/2017 07:00:00 午後,24.460
453,06/11/2017 08:00:00 午後,24.219
454,06/11/2017 09:00:00 午後,24.002
455,06/11/2017 10:00:00 午後,23.809
456,06/11/2017 11:00:00 午後,23.641
457,06/12/2017 12:00:00 午前,23.448
458,06/12/2017 01:00:00 午前,23.352
459,06/12/2017 02:00:00 午前,23.304
460,06/12/2017 03:00:00 午前,23.208
461,06/12/2017 04:00:00 午前,23.112
462,06/12/2017 05:00:00 午前,23.040
463,06/12/2017 06:00:00 午前,22.992
464,06/12/2017 07:00:00 午前,22.992
465,06/12/2017 08:00:00 午前,23.136
466,06/12/2017 09:00:00 午前,23.400
467,06/12/2017 10:00:00 午前,23.713
468,06/12/2017 11:00:00 午前,23.905
469,06/12/2017 12:00:00 午後,24.074
470,06/12/2017 01:00:00 午後,24.122
471,06/12/2017 02:00:00 午後,24.219
472,06/12/2017 03:00:00 午後,24.171
473,06/12/2017 04:00:00 午後,23.689
474,06/12/2017 05:00:00 午後,23.833
475,06/12/2017 06:00:00 午後,24.074
476,06/12/2017 07:00:00 午後,23.833
477,06/12/2017 08:00:00 午後,23.665
478,06/12/2017 09:00:00 午後,23.545
479,06/12/2017 10:00:00 午後,23.424
480,06/12/2017 11:00:00 午後,23.328
481,06/13/2017 12:00:00 午前,23.256
482,06/13/2017 01:00:00 午前,23.160
483,06/13/2017 02:00:00 午前,23.040
484,06/13/2017 03:00:00 午前,22.992
485,06/13/2017 04:00:00 午前,22.920
486,06/13/2017 05:00:00 午前,22.848
487,06/13/2017 06:00:00 午前,22.800
488,06/13/2017 07:00:00 午前,22.824
489,06/13/2017 08:00:00 午前,22.920
490,06/13/2017 09:00:00 午前,23.136
491,06/13/2017 10:00:00 午前,23.280
492,06/13/2017 11:00:00 午前,23.472
493,06/13/2017 12:00:00 午後,23.521
494,06/13/2017 01:00:00 午後,23.930
495,06/13/2017 02:00:00 午後,24.339
496,06/13/2017 03:00:00 午後,24.315
497,06/13/2017 04:00:00 午後,23.930
498,06/13/2017 05:00:00 午後,23.905
499,06/13/2017 06:00:00 午後,23.785
500,06/13/2017 07:00:00 午後,23.545
501,06/13/2017 08:00:00 午後,23.256
502,06/13/2017 09:00:00 午後,23.088
503,06/13/2017 10:00:00 午後,22.920
504,06/13/2017 11:00:00 午後,22.800
505,06/14/2017 12:00:00 午前,22.681
